Date,Open,High,Low,Close,Volume
2024-12-06,209.96,227.15,209.5101,227.03,205802018
2024-11-29,199.28,208.2,199.0,207.89,135313494
2024-11-22,204.15,205.3,195.75,197.12,190810207
2024-11-15,208.5,215.9,199.61,202.61,249823326
2024-11-08,196.45,212.25,194.3101,208.18,230303242
2024-11-01,189.565,200.5,185.23,197.93,276163150
2024-10-25,188.05,191.5201,183.69,187.83,137236530
2024-10-18,189.78,190.74,184.58,188.99,140707228
2024-10-11,182.95,189.9284,180.25,188.82,148616004
2024-10-04,187.14,188.49,180.875,186.51,172712675
2024-09-27,191.64,195.37,187.34,187.97,179200351
2024-09-20,185.29,191.84,183.36,191.6,226527018
2024-09-13,174.53,188.5,173.51,186.49,167953690
2024-09-06,177.55,179.875,171.16,171.39,149137052
2024-08-30,176.7,178.9,168.92,178.5,151090410
2024-08-23,177.64,182.385,175.24,177.04,154181704
2024-08-16,168.14,178.34,166.1101,177.06,181342195
2024-08-09,154.21,168.55,151.61,166.94,272525762
2024-08-02,183.84,190.6,160.55,167.9,326330023
2024-07-26,185.0,189.39,176.8,182.5,202972080
2024-07-19,194.56,196.62,180.11,183.13,216879535
2024-07-12,200.04,201.2,192.86,194.49,175571316
2024-07-05,193.49,200.55,192.82,200.0,158248835
2024-06-28,189.33,199.84,185.33,193.25,312940430
2024-06-21,182.52,189.275,181.22,189.08,189919597
2024-06-14,184.07,188.35,182.23,183.66,160921777
2024-06-07,177.7,186.2888,175.92,184.3,149494046
2024-05-31,179.93,184.08,173.87,176.44,150089425
2024-05-24,184.34,186.665,180.08,180.75,170641494
2024-05-17,188.0,188.31,182.73,184.7,211066800
2024-05-10,186.28,191.7,184.8,187.48,172420695
2024-05-03,182.75,187.87,174.8,186.21,336824385
2024-04-26,176.94,180.82,166.32,179.62,202325673
2024-04-19,187.425,188.69,173.44,174.63,199027855
2024-04-12,186.9,189.77,182.67,186.13,189775183
2024-04-05,180.79,186.27,178.3762,185.07,173942256
2024-03-28,178.01,181.7,177.24,180.38,130798585
2024-03-22,175.8,181.415,173.52,178.87,148898429
2024-03-15,174.31,179.53,171.47,174.42,209865187
2024-03-08,177.53,180.14,173.26,175.35,178657314
2024-03-01,175.7,178.725,172.27,178.22,189477339
2024-02-23,167.83,175.75,165.74,174.99,201663546
2024-02-16,174.8,175.39,165.75,169.51,248174046
2024-02-09,170.2,175.0,167.65,174.45,244063315
2024-02-02,159.34,172.5,154.81,171.81,334522918
2024-01-26,156.89,160.72,153.9,159.12,223996177
2024-01-19,153.53,155.76,149.91,155.34,165839872
2024-01-12,146.74,157.17,146.15,154.62,224548296
2024-01-05,151.54,152.38,144.05,145.24,197575069
2023-12-29,153.56,154.78,151.03,151.94,123190092
2023-12-22,150.56,155.63,150.05,153.42,221546016
2023-12-15,145.66,150.57,143.64,149.97,317107938
2023-12-08,145.25,148.57,142.81,147.42,228856484
2023-12-01,147.53,149.26,144.332,147.03,242850872
2023-11-24,145.13,147.74,141.5,146.74,181283139
2023-11-17,142.08,147.29,139.52,145.18,255562790
2023-11-10,138.76,143.65,138.36,143.56,228630916
2023-11-03,129.72,139.49,128.56,138.6,281900829
2023-10-27,124.63,130.02,118.35,127.74,395043681
2023-10-20,130.69,133.07,124.97,125.17,252244712
2023-10-13,126.22,134.48,124.76,129.79,223047465
2023-10-06,127.28,130.47,124.13,127.96,230295946
2023-09-29,129.36,131.78,123.04,127.12,302586179
2023-09-22,140.48,141.75,128.52,129.12,280817356
2023-09-15,138.75,145.86,138.64,140.39,326841086
2023-09-08,137.73,138.8519,133.16,138.23,169287086
2023-09-01,133.78,139.96,131.85,138.12,208664368
2023-08-25,133.74,136.775,130.58,133.26,204972331
2023-08-18,138.3,141.2778,131.15,133.22,228457906
2023-08-11,140.99,142.54,137.0,138.41,274775193
2023-08-04,133.2,143.63,126.41,139.57,379520261
2023-07-28,130.305,133.01,126.11,132.21,237746327
2023-07-21,134.56,135.99,128.415,130.0,351078241
2023-07-14,129.07,136.65,125.915,134.68,281521569
2023-07-07,130.82,131.85,127.37,129.78,146850293
2023-06-30,129.33,131.49,127.1,130.36,254051480
2023-06-23,124.97,130.84,123.85,129.33,271350140
2023-06-16,124.02,128.41,123.53,125.49,299166199
2023-06-09,123.36,127.4,120.63,123.43,302863903
2023-06-02,122.37,126.39,119.17,124.25,251723626
2023-05-26,116.77,121.5,113.78,120.11,365081893
2023-05-19,111.15,118.6,109.25,116.25,318369624
2023-05-12,105.04,113.28,104.7001,110.26,296925396
2023-05-05,104.95,105.96,101.15,105.655,315546638
2023-04-28,107.655,110.86,102.45,105.45,487100756
2023-04-21,103.16,108.15,101.39,106.96,282451994
2023-04-14,100.96,103.2013,97.705,102.51,273789699
2023-04-06,102.3,104.2,99.8008,102.06,178781642
2023-03-31,99.07,103.49,96.29,103.29,245608340
2023-03-24,98.41,102.1,95.7,98.13,292165662
2023-03-17,89.97,100.99,88.12,98.95,375900695
2023-03-10,95.19,96.545,90.245,90.73,272158346
2023-03-03,94.28,94.94,90.39,94.9,255063564
2023-02-24,95.335,97.01,92.3186,93.5,221635260
2023-02-17,97.85,101.17,95.65,97.2,273466819
2023-02-10,102.925,103.9484,96.23,97.61,394687426
2023-02-03,101.09,114.0,99.01,103.39,520198305
2023-01-27,97.56,103.485,91.52,102.24,393991296
2023-01-20,98.68,99.32,92.86,97.25,288809573
2023-01-13,87.46,98.37,87.08,98.12,406953053
2023-01-06,85.46,86.98,81.43,86.08,296825349
2022-12-30,84.97,85.35,81.69,84.0,232909699
2022-12-23,87.51,87.63,82.25,85.25,356011886
2022-12-16,89.21,96.25,86.73,87.86,463456747
2022-12-09,93.05,94.06,87.48,89.09,355830427
2022-12-02,93.93,97.23,91.44,94.13,384419765
2022-11-25,93.97,95.02,90.59,93.41,241025525
2022-11-18,98.77,103.79,92.48,94.14,453874267
2022-11-11,91.95,101.19,85.87,100.79,542000753
2022-11-04,103.56,104.87,88.04,90.98,654167864
2022-10-28,119.98,121.3152,97.66,103.41,522207349
2022-10-21,110.11,119.59,110.09,119.32,280043144
2022-10-14,115.1,116.25,105.345,106.9,299106015
2022-10-07,113.58,123.0,112.45,114.56,258903688
2022-09-30,113.295,118.7,112.84,113.0,297031011
2022-09-23,122.16,124.71,112.06,113.78,273562717
2022-09-16,134.095,136.49,120.7,123.53,340392641
2022-09-09,127.92,133.69,124.74,133.27,184935249
2022-09-02,129.9,132.0745,123.66,127.51,264885351
2022-08-26,135.72,137.83,130.5,130.75,216159531
2022-08-19,142.8,146.57,137.9142,138.23,231518800
2022-08-12,142.05,144.6,136.21,143.55,240022829
2022-08-05,134.96,143.56,133.51,140.8,331869002
2022-07-29,122.695,137.65,114.53,134.95,410016770
2022-07-22,115.0,125.5,113.15,122.42,303077473
2022-07-15,114.08,115.59,106.01,113.55,304655044
2022-07-08,107.6,116.99,106.3242,115.54,247235315
2022-07-01,117.09,117.98,102.52,109.56,374381181
2022-06-24,108.2,116.71,103.56,116.46,265154294
2022-06-17,104.19,109.06,101.43,106.22,435976011
2022-06-10,125.245,128.99,109.05,109.65,438796518
2022-06-03,2325.6,2512.2,2313.5,2447.0,23516357
2022-05-27,2169.22,2303.74,2025.2,2302.93,24525745
2022-05-20,2262.0,2316.0,2100.1868,2151.82,22351792
2022-05-13,2226.25,2280.0,2048.11,2261.1,28448577
2022-05-06,2448.02,2524.41,2261.625,2295.45,30337433
2022-04-29,2880.46,2924.43,2432.5,2485.63,29941011
2022-04-22,3030.47,3172.98,2873.9501,2887.0,14882992
2022-04-14,3054.26,3120.5,2992.0,3034.13,10613940
2022-04-08,3282.5,3367.89,3084.615,3089.21,14779661
2022-04-01,3299.5,3416.63,3246.39,3271.2,14961498
2022-03-25,3222.415,3327.4,3191.06,3295.47,14416524
2022-03-18,2919.62,3231.88,2817.68,3225.01,20441777
2022-03-11,2908.87,2993.5,2671.45,2910.49,23260828
2022-03-04,3048.5,3089.0,2876.14,2912.82,13803602
